"de_para";"valor"
"ELECTRONTRIMAIS SUP";"mercado"
"SALDO DO DIA";"saldo"
"ELECTRONBD";"agua"
"ELECTRONTRIMAIS SUP";"mercado"
"SALDO DO DIA";"saldo"
"SAQUE 24H 10758613 24/01";"saque"
"ELECTRONA POSTO JD";"carro"
"ELECTRONDROG SAO PA";"farmacia"
"ELECTRONFARMACIAS P";"farmacia"
"ELECTRONMARGINAL GR";"lazer"
"ELECTRONPAG*galasso";"pessoa"
"ELECTRONPAG*galasso";"pessoa"
"ELECTRONPAG*Frigott";"frango"
"ELECTRONRAVIOLITALI";"alimentacao"
"ELECTRONTRIMAIS SUP";"mercado"
"ELECTRONTRIMAIS SUP";"mercado"
"PIX TRANSF  ALEXAND23/01";"cabeleireiro"
"TBI 0747.56106-6     C/C";"deposito"
"SALDO DO DIA";"saldo"
"ELECTRONFARMACIA IN";"farmacia"
"ELECTRONPAG*Farmaco";"farmacia"
"SALDO DO DIA";"saldo"
"ELECTRONAUTO POSTO";"gasolina"
"ELECTRONPROMOFARMA";"farmacia"
"ELECTRONRAIA 47";"farmacia"
"SALDO DO DIA";"saldo"
"ELECTRONBD";"agua"
"SALDO ANTERIOR";"saldo"
"SAQUE 24H 12244067 31/01";"saque"
"ELECTRONARIZONA PAE";"padaria"
"ELECTRONARIZONA PAE";"padaria"
"ELECTRONAV ZACHI NA";"alimentacao"
"ELECTRONBD";"agua"
"ELECTRONDROGARIA PR";"farmacia"
"ELECTRONFERNANDA GO";"alimentacao"
"ELECTRONPAG*Frigott";"frango"
"PIX TRANSF  ANDRE N31/01";"salario"
"PIX TRANSF  ANDRE N31/01";"salario"
"IOF";"Taxa_banco"
"SDO CTA/APL AUTOMATICAS";"saldo"
"TBI 9293.22915-0/500";"poupanca"
"ELECTRONTRIMAIS SUP";"mercado"
"PIX TRANSF  Ana Mar02/02";"bencao"
"TED 237.0001BRADESCO SAU";"reembolso"
"TAR PACOTE ITAU   JAN/21";"banco"
"SDO CTA/APL AUTOMATICAS";"saldo"
"SDO CTA/APL AUTOMATICAS";"saldo"
"ELECTRONFARMAVAN XI";"farmacia"
"INT TED  467957";"seminario"
"SDO CTA/APL AUTOMATICAS";"saldo"
"ELECTRONBD";"agua"
"ELECTRONSALAO FERNA";"michelle"
"LIS/JUROS     24 DIAS";"juros"
"SDO CTA/APL AUTOMATICAS";"saldo"
"INT PAG TIT 109046299963";"condominio"
"INT  PAG TIT BANCO 077";"creche"
"INT NEXTEL 9099999687157";"celular"
"ELECTRONAUTO POSTO";"gasolina"
"ELECTRONDROGARIA PR";"farmacia"
"ELECTRONTRIMAIS SUP";"mercado"
"TED 237.0001BRADESCO SAU";"reembolso"
"PIX TRANSF  EDUARDO06/02";"tapete"
"SALDO DO DIA";"saldo"
"INT NEXTEL 9499999687161";"celular"
"ELECTRONDROGARIA PR";"farmacia"
"SALDO DO DIA";"saldo"
"SEGURO CARTAO";"banco"
"SALDO DO DIA";"saldo"
"INT PAG TIT 109006113573";"enfermagem"
"ELECTRONBD";"agua"
"ELECTRONTRIMAIS SUP";"mercado"
"DEB AUTOR UNICEF";"doa��o"
"SALDO DO DIA";"saldo"
"ELECTRONSONDA TREME";"mercado"
"ELECTRONTRIMAIS SUP";"mercado"
"SALDO DO DIA";"saldo"
"SAQUE 24H 11104585 14/02";"saque"
"ELECTRONBD";"agua"
"ELECTRONDROGARIA PR";"farmacia"
"ELECTRONHABIBS";"alimentacao"
"ELECTRONIMW 3 R VIL";"salgado"
"ELECTRONLOJAS RENNE";"roupa"
"ELECTRONPAES E DOCE";"padaria"
"ELECTRONPAG*Frigott";"frango"
"ELECTRONPROMOFARMA";"farmacia"
"ELECTRONPROMOFARMA";"farmacia"
"ELECTRONTRIMAIS SUP";"mercado"
"ELECTRONTRIMAIS SUP";"mercado"
"ELECTRONTRIMAIS SUP";"mercado"
"INT ITAUCARD";"cartao credito"
"TBI 9293.22915-0/500";"poupanca"
"PIX QRS CLAUDIO DOU13/02";"tapete"
"PIX TRANSF  ANDRE N15/02";"salario"
"SALDO DO DIA";"saldo"
"ELECTRONTRIMAIS SUP";"mercado"
"PIX TRANSF  ALEXAND18/02";"cabeleireiro"
"SALDO DO DIA";"saldo"
"ELECTRONPROMOFARMA";"farmacia"
"ELECTRONTRIMAIS SUP";"mercado"
"SALDO DO DIA";"saldo"
"SAQUE 24H 12763504 21/02";"saque"
"ELECTRONHABIB S";"alimentacao"
"ELECTRONMERCPAGO";"alimentacao"
"ELECTRONPAG*Frigott";"frango"
"ELECTRONR C P FARMA";"farmacia"
"SALDO DO DIA";"saldo"
"ELECTRONSONDA TREME";"mercado"
"SALDO DO DIA";"saldo"
"ELECTRONPARK NOW ES";"estacionamento"
"SALDO DO DIA";"saldo"
"ELECTRONPAG*galasso";"pessoa"
"ELECTRONPASTEIS SON";"alimentacao"
"ELECTRONTRIMAIS SUP";"mercado"
"SALDO DO DIA";"saldo"
"ELECTRONDROGARIA PR";"farmacia"
"ELECTRONTRIMAIS SUP";"mercado"
"SALDO DO DIA";"saldo"
"SALDO ANTERIOR";"saldo"
"SAQUE 24H 11833548 28/02";"saque"
"ELECTRONDROGARIA PR";"farmacia"
"ELECTRONFARMACIAS P";"farmacia"
"ELECTRONMEU CHAPA B";"alimentacao"
"ELECTRONPAG*Frigott";"frango"
"ELECTRONPAG*Geraldo";"pessoa"
"ELECTRONPROMOFARMA";"farmacia"
"ELECTRONR C P FARMA";"farmacia"
"PIX TRANSF  ANDRE N27/02";"salario"
"IOF";"Taxa_banco"
"SDO CTA/APL AUTOMATICAS";"saldo"
"ELECTRONTRIMAIS II";"mercado"
"TAR PACOTE ITAU   FEV/21";"banco"
"SDO CTA/APL AUTOMATICAS";"saldo"
"INT PAG TIT 109006113581";"enfermagem"
"INT PAG TIT 109049905525";"condominio"
"SDO CTA/APL AUTOMATICAS";"saldo"
"SAQUE 24H 10024040";"saque"
"ELECTRONCENTAURO SH";"nata��o"
"PIX TRANSF  MICHELL04/03";"michelle"
"SDO CTA/APL AUTOMATICAS";"saldo"
"LIS/JUROS     21 DIAS";"juros"
"SDO CTA/APL AUTOMATICAS";"saldo"
"SAQUE 24H 16333155 07/03";"saque"
"ELECTRONBD";"agua"
"ELECTRONLOUCADEMIA";"alimentacao"
"ELECTRONPAG*Frigott";"frango"
"ELECTRONSONDA JACAN";"mercado"
"ELECTRONTRIMAIS II";"mercado"
"SDO CTA/APL AUTOMATICAS";"saldo"
"SDO CTA/APL AUTOMATICAS";"saldo"
"SEGURO CARTAO";"banco"
"SDO CTA/APL AUTOMATICAS";"saldo"
"ELECTRONPROMOFARMA";"farmacia"
"ELECTRONTRIMAIS II";"mercado"
"ELECTRONTRIMAIS II";"mercado"
"SDO CTA/APL AUTOMATICAS";"saldo"
"INT NEXTEL 9299999684097";"celular"
"INT NEXTEL 9899999684073";"celular"
"PIX TRANSF  IGREJA 12/03";"seminario"
"SALDO ANTERIOR";"saldo"
"ELECTRONARIZONA PAE";"padaria"
"ELECTRONLOJAS AMERI";"americanas"
"SDO CTA/APL AUTOMATICAS";"saldo"
"INT PAG TIT 109054906699";"condominio"
"TBI 9293.22915-0/500";"poupanca"
"INT NEXTEL 9099999679470";"celular"
"INT NEXTEL 9099999679474";"celular"
"PIX TRANSF  ALEXAND03/04";"cabeleireiro"
"PIX TRANSF  Bruna R03/04";"doa��o"
"PIX TRANSF  JONAS A05/04";"alimentacao"
"TAR PACOTE ITAU   MAR/21";"banco"
"REND PAGO APLIC AUT MAIS";"saldo"
"SDO CTA/APL AUTOMATICAS";"saldo"
"SDO CTA/APL AUTOMATICAS";"saldo"
"SDO CTA/APL AUTOMATICAS";"saldo"
"INT PAG TIT 109006113599";"enfermagem"
"ELECTRONTRIMAIS II";"mercado"
"SDO CTA/APL AUTOMATICAS";"saldo"
"SDO CTA/APL AUTOMATICAS";"saldo"
"SAQUE 24H 11261716 11/04";"saque"
"SAQUE 24H 13658083 11/04";"saque"
"ELECTRONAUTO POSTO";"gasolina"
"ELECTRONPAG*Frigott";"frango"
"ELECTRONPAG*Josisma";"alimentacao"
"SEGURO CARTAO";"banco"
"DEB AUTOR UNICEF";"doa��o"
"SALDO DO DIA";"saldo"
"ELECTRONARIZONA PAE";"padaria"
"PIX TRANSF  ESPACO 14/04";"creche"
"SALDO DO DIA";"saldo"
"PIX TRANSF  IMW 3 R15/04";"oferta"
"TED 237.0001BRADESCO SAU";"reembolso"
"PIX TRANSF  ANDRE N15/04";"pessoa"
"SDO CTA/APL AUTOMATICAS";"saldo"
"ELECTRONTRIMAIS II";"mercado"
"INT ITAUCARD";"cartao credito"
"INT ITAU VISA";"cartao credito"
"IOF";"Taxa_banco"
"TAR PACOTE ITAU   JUN/22";"banco"
"LIS/JUROS     17 DIAS";"juros"
"SEGURO CARTAO";"banco"
"ELECTRONPLAYCENTER";"lazer"
"ELECTRONLOJAS RENNE";"roupa"
"CXE 000232 SAQUE 09/07";"saque"
"SAQUE 24H 532839847";"saque"
"INT  PAG TIT BANCO 237";"boleto"
"ELECTRONIMW 3 R VIL";"oferta"
"DA  CLARO MOVEL 46827963";"celular"
"INT CLARO-SP DDD  146827";"celular"
"ELECTRONPAG*pasteld";"alimentacao"
"ELECTRONPAG*LuizaDe";"pessoa"
"ELECTRONPAG*Marcelo";"pessoa"
"ELECTRONPAG*RaizesM";"outros"
"ELECTRONRESTAURANTE";"alimentacao"
"ELECTRONFRIGOMUNDO";"mercado"
"ELECTRONOGGI SORVET";"alimentacao"
"ELECTRONPAG*SuperEs";"alimentacao"
"PIX QRS RAIA DROGAS07/07";"farmacia"
"ELECTRONRECANTO NOV";"alimentacao"
"PIX TRANSF  erlonds08/07";"cabeleireiro"
"ELECTRONCOFFEE SHOP";"alimentacao"
"ELECTRONDONA JU REF";"outros"
"ELECTRONGALPAO GAUC";"alimentacao"
"ELECTRONLACHONOTE C";"alimentacao"
"ELECTRONMERCI PAPA";"roupa"
"ELECTRONPAG*CANTINA";"alimentacao"
"ELECTRONPAYGO*KAPRI";"roupa"
"ELECTRONPB ADMINIST";"estacionamento"
"ELECTRONPOLO TATUAP";"roupa"
"ELECTRONSHOPPING CE";"estacionamento"
"ELECTRONHORTIFRUTI";"mercado"
"ELECTRONMINI EXTRA";"mercado"
"ELECTRONPAG*Padaria";"padaria"
"ELECTRONDROGARIA SA";"farmacia"
"TBI 9293.22915-0/500";"poupanca"
"PIX TRANSF  IMW R 306/07";"seminario"
"ELECTRONPONTO DA ES";"alimentacao"
"TAR PACOTE ITAU   MAR/22";"banco"
"LIS/JUROS     16 DIAS";"juros"
"SAQUE 24H 03219706";"saque"
"SAQUE 24H 456757619";"saque"
"SAQUE 24H 934276594";"saque"
"INT PAG TIT 109134307751";"boleto"
"INT PAG TIT BANCO 033";"boleto"
"INT PAG TIT 109006340416";"boleto"
"INT PAG TIT 109006340424";"boleto"
"INT  PAG TIT BANCO 077";"creche"
"PIX TRANSF  IMW 3 R06/04";"oferta"
"PIX TRANSF  Nichola01/04";"pessoa"
"INT SIMPLES NACIONA 0708";"imposto"
"ELECTRONPADARIA E C";"padaria"
"PIX TRANSF  DORALIC15/04";"ajuda"
"PIX TRANSF  Ademar 21/04";"pessoa"
"PIX QRS CLARO29/04";"claro"
"DEB AUTOR UNICEF";"doa��o"
"PIX TRANSF  BAKARA 05/04";"psicologa"
"PIX TRANSF  BAKARA 25/04";"psicologa"
"PIX TRANSF  IMW R 304/04";"seminario"
"FINANC IMOBILIARIO   001";"financiamento"
"INT ITAUCARD";"cartao credito"
"INT IPVA-SP HOH-6396";"multa"
"INT MULTA SP 31997756838";"multa"
"INT PAG TIT 109146912994";"boleto"
"PIX TRANSF  IMW 3 R01/06";"oferta"
"INT DEB PEND SP 97345773";"detran-sp"
"TAR PACOTE ITAU   MAI/22";"banco"
"SAQUE 24H 00999623";"saque"
"PIX TRANSF  ESPACO 02/06";"creche"
"ELECTRONKING STAR C";"colchao"
"ELECTRONRAIA 153";"farmacia"
"ELECTRONMEGASOFA OU";"sofa/mesa"
"PIX QRS B2W COMPANH07/06 FOGAO";"fogao"
"ELECTRONPANETTERIA";"padaria"
"PIX QRS B2W COMPANH07/06 GELA";"geladeira"
"PIX QRS B2W COMPANH07/06 MAQUINA";"maquina lav"
"PIX QRS SAFETOPAY I07/06 MONTTA";"montador_imoveis"
"ELECTRONTORRA TORRA";"roupa"
"ELECTRONATACADAO 06";"mercado"
"PIX TRANSF  IMW R 309/06";"seminario"
"PIX QRS B2W COMPANH09/06 UTENSILIOS";"utensilios"
"PIX TRANSF  CHARLES09/06 UTENSILIOS";"utensilios"
"PIX QRS IMW 3 R VIL12/06";"oferta"
"ELECTRONMP *CANTINA";"alimentacao"
"PIX QRS B2W COMPANH13/06 PAINEL TV";"painel_tv"
"ELECTRONCF RESTAURA";"dia_namorados"
"INT ITAU VISA";"cartao credito"
"PIX QRS BAKARA SERV17/06";"psicologa"
"SAQUE 24H 703077690";"saque"
"INT PAG TIT 109006438681 ENFERMAGEM";"boleto"
"INT PAG TIT 109006438699 ENFERMAGEM";"boleto"
"INT PAG TIT 109006438707 ENFERMAGEM";"boleto"
"INT PAG TIT 109006438715 ENFERMAGEM";"boleto"
"ELECTRONFRIGOCASTRO";"mercado"
"ELECTRONHSH*FARMACO";"farmacia"
"ELECTRONPAG*Alexand";"pessoa"
"ELECTRONPAG*SUPERES";"alimentacao"
"ELECTRONPAES E DOCE";"padaria"
"PIX TRANSF  MEGASOF21/06";"sofa"
"DA  COMGAS 51448254";"comgas"
"PIX TRANSF  MONTTA 22/06";"montador_imoveis"
"PIX TRANSF  Suzane 22/06";"pessoa"
"INT  PAG TIT BANCO 033";"boleto"
"FINANC IMOBILIARIO   003";"financiamento"
"INT ELETROPAULO 78729910";"enel"
"INT SABESP 7052320531";"sabesp"
"INT SABESP 4872023551";"sabesp"
"INT COMGAS 72900358";"comgas"
"PIX TRANSF  Andre W24/06";"pessoa"
"SAQUE 24H 141446413";"saque"
"ELECTRONGPS E JISV";"outros"
"ELECTRONPAG*BarDoCe";"alimentacao"
"ELECTRONSUPERMERCAD";"mercado"
"PIX QRS B2W COMPANH29/06";"americanas"
"TAR PACOTE ITAU   FEV/22";"banco"
"SAQUE 24H 15068232 06/03";"saque"
"SAQUE 24H 10866648 20/03";"saque"
"CXE 001164 SAQUE 27/03";"saque"
"INT PAG TIT 109125642950";"boleto"
"INT  PAG TIT BANCO 001";"boleto"
"ELECTRONPAG*Frigott";"frango"
"PIX TRANSF  IMW 3 R07/03";"oferta"
"ELECTRONCARPARK";"estacionamento"
"ELECTRONROMA RESTAU";"alimentacao"
"PIX TRANSF  DORALIC03/03";"alimentacao"
"PIX TRANSF  CARLOS 04/03";"documentacao"
"PIX TRANSF  LOUCADE05/03";"academia"
"PIX QRS PIX Marketp14/03";"americanas"
"PIX TRANSF  DORALIC14/03";"alimentacao"
"ELECTRONPAG*Marlene";"pessoa"
"PIX TRANSF  BAKARA 16/03";"psicologa"
"PIX TRANSF  IMW R 310/03";"seminario"
"ELECTRONLOUCADEMIA";"alimentacao"
"TAR PACOTE ITAU   DEZ/21";"banco"
"SAQUE 24H 492479468";"saque"
"SAQUE 24H 319313765";"saque"
"SAQUE 24H 521322725";"saque"
"CXE 000067 SAQUE 01/01";"saque"
"INT PAG TIT 109110654093";"boleto"
"INT PAG TIT 109006203556";"boleto"
"PIX TRANSF  ESPACO 10/01";"creche"
"ELECTRONPAG*MariaIn";"pessoa"
"ELECTRONPAG*Mariade";"pessoa"
"ELECTRONPANIF NOVO";"padaria"
"ELECTRONBELLA PIZZA";"alimentacao"
"ELECTRONPASTEL COM";"alimentacao"
"ELECTRONPAG*SusanaM";"pessoa"
"ELECTRONCENTER NORT";"estacionamento"
"ELECTRONBD";"agua"
"ELECTRONTRIMAIS II";"mercado"
"PIX TRANSF  BAKARA 10/01";"psicologa"
"PIX TRANSF  ALEXAND23/01";"cabeleireiro"
"SAQUE 24H 11403466 01/05";"saque"
"PIX TRANSF  IMW 3 R02/05";"oferta"
"ELECTRONPOSTO FLORI";"carro"
"PIX TRANSF  17 CART02/05";"cartorio"
"TAR PACOTE ITAU   ABR/22";"banco"
"ELECTRONAUTO POSTO";"gasolina"
"PIX TRANSF  IMW R 304/05";"seminario"
"ELECTRONI9PARK ESTA";"estacionamento"
"SAQUE 24H 924427988";"saque"
"INT PAG TIT 109142700427";"boleto"
"PIX TRANSF  IMW 3 R07/05";"oferta"
"CXE     000083 SAQUE";"saque"
"PIX TRANSF  Lucas P12/05";"agua"
"PIX TRANSF  Lucas P20/05";"agua"
"PIX QRS IFOOD.COM A20/05";"alimentacao"
"ON    uber   *UBE";"uber"
"ON    UBER";"uber"
"ELECTRONFEIRANTE";"feira"
"SAQUE 24H 08289506 21/05";"saque"
"SAQUE 24H 11158961 22/05";"saque"
"ELECTRONSONDA SUPER";"mercado"
"FINANC IMOBILIARIO   002";"financiamento"
"PIX QRS B2W COMPANH24/05";"guarda-roupa"
"ELECTRONARIZONA PAE";"padaria"
"CXE     000323 SAQUE";"saque"
"OBRA";"obra_casa"
"TAR PACOTE ITAU   JAN/22";"banco"
"SAQUE 24H 505005847";"saque"
"SAQUE 24H 434315925";"saque"
"INT PAG TIT 109006340390";"boleto"
"INT PAG TIT 109120901575";"boleto"
"PIX TRANSF  IMW 3 R25/02";"oferta"
"ELECTRONPAG*galasso";"pessoa"
"ELECTRONSERGIO EIZO";"pessoa"
"ELECTRONJOSE TADEU";"pessoa"
"PIX TRANSF  IARA MA14/02";"pessoa"
"PIX TRANSF  ALEXAND21/02";"pessoa"
"PIX TRANSF  ESPACO_1 21/02";"escola"
"PIX TRANSF  ESPACO_2 21/02";"escola"
"PIX TRANSF  ESPACO_3 21/02";"escola"
"PIX TRANSF  IGREJA 19/02";"oferta"
"PIX TRANSF  Sara Cr19/02";"ceforte"
"PIX TRANSF  ELIZABE22/02";"boleto"
"ELECTRONPOTENCIAL T";"outros"
"PIX TRANSF  DORALIC25/02";"pessoa"
"ELECTRONPADARIA PAL";"padaria"
"PIX TRANSF  BAKARA 02/02";"psicologa"
"PIX TRANSF  BAKARA 16/02";"psicologa"
"PIX TRANSF  BAKARA 25/02";"psicologa"
"PIX TRANSF  IMW R 306/02";"seminario"
"PIX TRANSF  IMW R 319/02";"seminario"
"TIT PAG TIT ULO ITAU";"imobiliaria"
"PIX TRANSF  aquecen";"servi�o"
"PIX TRANSF  PAES E 13/07";"padaria"
"PIX TRANSF  DJM BAZ14/07";"utensilios"
"PIX QRS B2W COMPANH15/07 GUARDA-ROUPA";"guarda-roupa"
"CXE 001842 SAQUE 17/07";"saque"
"PIX TRANSF  BAKARA 16/07";"psicologa"
"PIX TRANSF  Pedro H16/07";"ceforte"
"PIX TRANSF  Sara Cr16/07";"ceforte"
"PIX QRS CASA LOTERI19/07";"sptransp"
"PIX QRS Reserva Pau19/07";"outros"
"DA  ELETROPAULO 11701161";"enel"
"DA  NET SERVICOS 5680788";"net"
"ELECTRONPAG*Pizzari";"alimentacao"
"ELECTRONFEIRANTE VA";"feira"
"ELECTRONPAG*Antonie";"feira-pano"
"PIX TRANSF  erlonds25/07";"cabeleireiro"
"PIX TRANSF  IMW 3 R24/07";"oferta"
"FINANC IMOBILIARIO   004";"financiamento"
"PIX TRANSF  aquecen27/07";"servico"
"CXE     001255 SAQUE";"saque"
"PIX TRANSF  IMW 3 R29/07";"oferta"
"CXE 000331 SAQUE 30/07";"saque"
"PIX TRANSF  IMW 3 R30/07";"oferta"
"PIX TRANSF  IMW 3 R31/07";"oferta"
"INT CLARO-SP DDD  146827";"claro"
"ELECTRONPAG*RafaelF";"pessoa"
"INT TED  7541a123 oferta";"oferta"
"PIX TRANSF  JULIANA25/11";"pessoa"
"ELECTRONPAG*LuizCor";"pessoa"
"PIX TRANSF  CAIO TA25/11";"pessoa"
"PIX TRANSF  IMW 3 R16/03";"oferta"
"ELECTRONAUTOPASS";"estacionamento"
"PIX TRANSF  IMW 3 R01/12";"oferta"
"ELECTRONHAMBURGUER";"alimentacao"
"ELECTRONPAG*Joseane";"pessoa"
"ELECTRONKADU LEGUME";"feira"
"ELECTRONPAG*CleliaA";"pessoa"
"ELECTRONINOVESORVET";"alimentacao"
"DA  CLARO MOVEL 46827963";"claro"
"ELECTRONDROGASIL 13";"farmacia"
"PIX TRANSF  IMW 3 R31/03";"oferta"
"ELECTRONCARPARK";"estacionamento"
"ELECTRONOHANA ACAI";"alimentacao"
"ELECTRONPGZ*TIO LUL";"alimentacao"
"ELECTRONACQIO*BAR D";"alimentacao"
"ELECTRONCINEMARK TU";"lazer"
"PIX TRANSF  BAKARA 27/12";"psicologa"
"INT DARF333202885930";"boleto"
"PIX TRANSF  IMW 3 R02/05";"oferta"
"INT NEXTEL 9899999675456";"claro"
"INT NEXTEL 9499999675466";"claro"
"PIX TRANSF  DILSHAD05/05";"ajuda"
"LIS/JUROS     13 DIAS";"juros"
"PIX TRANSF  ESPACO 12/05";"escola"
"PIX TRANSF  IMW 3 R16/05";"oferta"
"PIX TRANSF  IMW 3 R31/05";"oferta"
"ELECTRONSHOPPING TU";"estacionamento"
"ELECTRONESKALA 112";"roupa"
"PIX TRANSF  ESPACO 09/06";"escola"
"INT NEXTEL 9799999671486";"claro"
"ELECTRONPAG*Henriqu";"pessoa"
"PIX TRANSF  IMW 3 R12/06";"oferta"
"ELECTRONPAG*Cristia";"pessoa"
"ELECTRONLANCHONETE";"alimentacao"
"ELECTRONSODIMAC";"utensilios"
"ELECTRONPAG*Geraldo";"pessoa"
"ELECTRONPAG*CleberL";"pessoa"
"ELECTRONLEGUMES& VE";"feira"
"INT NEXTEL 9499999671486";"claro"
"ELECTRONCACAU SHOW";"alimentacao"
"PIX TRANSF  IMW 3 R30/06";"oferta"
"INT DARF319977560211";"boleto"
"ELECTRONPAG*Marcelo";"pessoa"
"ELECTRONPAG*NelsonD";"pessoa"
"ELECTRONPAG*EmilySa";"pessoa"
"ELECTRONPAG*Patrici";"pessoa"
"ELECTRONCHINEN BOX";"alimentacao"
"ELECTRONCASA BALDUC";"alimentacao"
"ELECTRONRIACHUELO-F";"roupa"
"INT NEXTEL 9199999667644";"claro"
"ELECTRONKALUNGA NOV";"kalunga"
"PIX TRANSF  ESPACO 14/07";"escola"
"ELECTRONPAG*Lanchon";"alimentacao"
"ELECTRONPAG*diegoej";"pessoa"
"ELECTRONPAG*ValterJ";"pessoa"
"PIX TRANSF  IMW 3 R31/07";"oferta"
"ELECTRONPAG*RESTAUR";"alimentacao"
"ELECTRONPAG*NeusaCa";"pessoa"
"ELECTRONGRAN COFFEE";"alimentacao"
"ELECTRONCHURRASQUIN";"alimentacao"
"ELECTRONCASA DE ESF";"alimentacao"
"INT NEXTEL 9099999664126";"claro"
"ELECTRONFRUTAS DOS";"alimentacao"
"ELECTRONPAG*Adriano";"pessoa"
"ELECTRONGENDAI SHOP";"alimentacao"
"ELECTRONCARREFOUR E";"mercado"
"ELECTRONSHOPPING CE";"estacionamento"
"ELECTRONMINI EXTRA";"mercado"
"ELECTRONPLAYLAND -";"lazer"
"ELECTRONMR  CHENEY";"alimentacao"
"PIX TRANSF  ESPACO 15/09";"escola"
"ELECTRONEMPADA CAFE";"alimentacao"
"ELECTRONMP *VERDURA";"alimentacao"
"PIX QRS IFOOD.COM A23/09";"alimentacao"
"ELECTRONA POSTO JD";"carro"
"ELECTRONM M PARK ES";"estacionamento"
"ELECTRONCENTER CHIC";"alimentacao"
"PIX TRANSF  ELIZABE23/10";"pessoa"
"ELECTRONNEW DOCES";"alimentacao"
"ELECTRONPAG*Maurili";"pessoa"
"ELECTRONPAG*Jorgemi";"pessoa"
"ELECTRONPASTEIS SON";"alimentacao"
"ELECTRONBD";"agua"
"ELECTRONOURINHOS";"mercado"
"ELECTRONFARMACIAS P";"farmacia"
"ELECTRONLEROY LAR C";"leroy"
"ELECTRONLOJAS AMERI";"americanas"
"LIS/JUROS     27 DIAS";"juros"
"DEB AUTOR AZUL CIA SEG";"carro"
"INT NEXTEL 9899999660836";"celular"
"INT SIMPLES NACIONA 0708";"boleto"
"ELECTRONPANIF NOVO";"padaria"
"ELECTRONBELLA PIZZA";"alimentacao"
"ELECTRONPASTEL COM";"alimentacao"
"ELECTRONCENTER NORT";"estacionamento"
"ELECTRONCANTINHO DO";"alimentacao"
"ELECTRONMERCEARIA C";"mercado"
"ELECTRONPANETTERIA";"alimentacao"
"ELECTRONATACADAO 06";"utensilios"
"ELECTRONGREEN PARK";"estacionamento"
"ELECTRONFRIGOMUNDO";"frango"
"ELECTRONMP *CANTINA";"alimentacao"
"ELECTRONLOJAS MEL";"utensilios"
"ELECTRONFRIGOCASTRO";"frango"
"ELECTRONHSH*FARMACO";"farmacia"
"ELECTRONPAG*RaizesM";"outros"
"ELECTRONPAG*SUPERES";"alimentacao"
"PIX TRANSF  MEGASOF21/06";"sofa"
"DA  COMGAS 51448254";"comgas"
"PIX TRANSF  MONTTA 22/06";"montagem"
"ELECTRONGPS E JISV";"outros"
"ELECTRONPAG*pasteld";"alimentacao"
"ELECTRONPAG*SuperEs";"alimentacao"
"PIX QRS B2W COMPANH29/06";"americanas"
"ELECTRONPADARIA E C";"padaria"
"PIX TRANSF  DORALIC15/04";"pessoa"
"PIX TRANSF  Ademar 21/04";"pessoa"
"PIX QRS CLARO29/04";"claro"
"PIX TRANSF  ESPACO_1 21/02";"escola"
"PIX TRANSF  ESPACO_2 21/02";"escola"
"PIX TRANSF  ESPACO_3 21/02";"escola"
"PIX TRANSF  IGREJA 19/02";"oferta"
"PIX TRANSF  Sara Cr19/02";"ceforte"
"ELECTRONPOTENCIAL T";"outros"
"PIX TRANSF  DORALIC25/02";"pessoa"
"ELECTRONRESTAURANTE";"alimentacao"
"ELECTRONRECANTO NOV";"alimentacao"
"PIX TRANSF  erlonds08/07";"cabeleireiro"
"ELECTRONDONA JU REF";"outros"
"ELECTRONGALPAO GAUC";"alimentacao"
"ELECTRONHNA*OBOTICA";"perfume"
"ELECTRONLACHONOTE C";"alimentacao"
"ELECTRONMERCI PAPA";"roupa"
"ELECTRONPAG*CANTINA";"alimentacao"
"PIX TRANSF  BAKARA 16/07";"psicologa"
"PIX TRANSF  Pedro H16/07";"ceforte"
"PIX TRANSF  Sara Cr16/07";"ceforte"
"PIX QRS Reserva Pau19/07";"outros"
"ELECTRONFEIRANTE VA";"feira"
"PIX TRANSF  erlonds25/07";"cabeleireiro"
"ELECTRONPOSTO FLORI";"carro"
"ELECTRONI9PARK ESTA";"estacionamento"
"ELECTRONKALUNGA SHO";"kalunga"
"ELECTRONROMA RESTAU";"alimentacao"
"PIX TRANSF  DORALIC03/03";"pessoa"
"PIX TRANSF  CARLOS 04/03";"pessoa"
"PIX TRANSF  LOUCADE05/03";"academia"
"PIX QRS PIX Marketp14/03";"americanas"
"ELECTRONPAG*Marlene";"pessoa"
"INT PM SAO PAU 336800799";"boleto"
"PIX TRANSF  FGR COM18/08";"mecanico"
"PIX TRANSF  FGR COM22/08";"mecanico"
"FINANC IMOBILIARIO 005";"financiamento"
"PIX QRS B2W COMPANH25/08";"americanas"
"INT SABESP 4872020991";"sabesp"
"CXE 000331 SAQUE 01/10";"saque"
"PIX TRANSF  Mayara 03/10";"pipoca"
"PIX TRANSF  IMW 3 R03/10";"salgado"
"TAR PACOTE ITAU   SET/22";"banco"
"PIX QRS Mayara Regi04/10";"pipoca"
"JUROS LIMITE DA CONTA";"juros"
"PIX TRANSF  APM CEI05/10";"creche"
"DA  CLARO MOVEL 46827990";"claro"
"PIX TRANSF  Suzane 06/10";"cha_bebe"
"PIX TRANSF  Mayara 06/10";"pipoca"
"PIX TRANSF  EDMILSO06/10";"churross"
